,cate,salary
3952,4,70000
3953,4,77500
3954,4,77500
3955,4,70000
3956,4,70000
3957,3,70000
3958,3,130500
3959,0,130500
3960,3,42000
3961,1,40000
3962,1,32000
3963,3,31500
3964,0,32000
3965,3,55000
3966,1,40000
3967,3,47500
3968,4,64500
3969,3,65000
3970,4,70000
3971,1,39000
3972,4,70000
3973,4,77500
3974,4,77500
3975,4,70000
3976,4,70000
3977,3,70000
3978,3,130500
3979,0,130500
3980,3,42000
3981,1,40000
3982,1,32000
3983,3,31500
3984,0,32000
3985,3,55000
3986,1,40000
3987,3,47500
3988,4,64500
3989,3,65000
3990,4,70000
3991,1,39000
3992,4,70000
3993,4,77500
3994,4,77500
3995,4,70000
3996,4,70000
3997,3,70000
3998,3,130500
3999,0,130500
4000,3,42000
4001,1,40000
4002,1,32000
4003,3,31500
4004,0,32000
4005,3,55000
4006,1,40000
4007,3,47500
4008,4,64500
4009,3,65000
4010,4,70000
4011,1,39000
4012,4,70000
4013,4,77500
4014,4,77500
4015,4,70000
4016,4,70000
4017,3,70000
4018,3,130500
4019,0,130500
4020,3,42000
4021,1,40000
4022,1,32000
4023,3,31500
4024,0,32000
4025,3,55000
4026,1,40000
4027,3,47500
4028,4,64500
4029,3,65000
4030,4,70000
4031,1,39000
4032,0,55000
4033,4,36950
4034,3,40500
4035,3,50000
4036,4,42500
4037,0,38000
4038,0,60000
4039,3,38000
4040,3,52500
4041,3,38500
4042,0,55000
4043,4,36950
4044,3,40500
4045,1,60000
4046,2,40000
4047,4,31500
4048,0,46000
4049,3,39000
4050,1,76923
4051,3,39000
4052,3,30500
4053,0,46000
4054,3,45000
4055,3,40000
4056,4,62500
4057,3,42500
4058,3,43000
4059,1,35500
4060,2,51000
4061,2,51000
4062,3,51000
4063,3,45000
4064,3,40000
4065,4,62500
4066,3,42500
4067,3,43000
4068,1,35500
4069,2,51000
4070,2,51000
4071,3,51000
4072,3,43000
4073,3,40000
4074,2,35000
4075,0,50000
4076,0,50000
4077,0,45000
4078,1,30000
4079,3,52500
4080,0,80000
4081,1,50000
4082,0,40000
4083,4,50000
4084,0,35000
4085,1,52500
4086,1,40000
4087,1,40000
4088,4,45000
4089,4,36500
4090,3,130500
4091,0,121800
4092,0,130500
4093,0,50000
4094,0,45000
4095,1,30000
4096,3,52500
4097,0,80000
4098,1,50000
4099,0,40000
4100,4,50000
4101,0,35000
4102,1,52500
4103,1,40000
4104,1,40000
4105,4,45000
4106,4,36500
4107,3,130500
4108,0,121800
4109,0,130500
4110,0,50000
4111,0,45000
4112,1,30000
4113,3,52500
4114,0,80000
4115,1,50000
4116,0,40000
4117,4,50000
4118,0,35000
4119,1,52500
4120,1,40000
4121,1,40000
4122,4,45000
4123,4,36500
4124,3,130500
4125,0,121800
4126,0,130500
4127,0,50000
4128,0,45000
4129,1,30000
4130,3,52500
4131,0,80000
4132,1,50000
4133,0,40000
4134,4,50000
4135,0,35000
4136,1,52500
4137,1,40000
4138,1,40000
4139,4,45000
4140,4,36500
4141,3,130500
4142,0,121800
4143,0,130500
4144,0,50000
4145,0,45000
4146,1,30000
4147,3,52500
4148,0,80000
4149,1,50000
4150,0,40000
4151,4,50000
4152,0,35000
4153,1,52500
4154,1,40000
4155,1,40000
4156,4,45000
4157,4,36500
4158,3,130500
4159,0,121800
4160,0,130500
4161,0,50000
4162,0,45000
4163,1,30000
4164,3,52500
4165,0,80000
4166,1,50000
4167,0,40000
4168,4,50000
4169,0,35000
4170,1,52500
4171,1,40000
4172,1,40000
4173,4,45000
4174,4,36500
4175,3,130500
4176,0,121800
4177,0,130500
4178,0,50000
4179,0,45000
4180,1,30000
4181,3,52500
4182,3,40000
4183,3,40000
4184,3,40000
4185,3,40000
4186,3,40000
4187,3,40000
4188,3,40000
4189,3,40000
4190,3,40000
4191,3,40000
4192,3,40000
4193,3,35000
4194,3,57500
4195,3,47500
4196,3,47500
4197,3,47500
4198,3,33000
4199,3,33000
4200,4,40500
4201,1,41500
4202,1,45000
4203,1,52500
4204,0,36000
4205,3,85000
4206,2,48500
4207,2,48500
4208,2,77500
4209,3,60000
4210,1,45000
4211,1,52500
4212,0,36000
4213,3,85000
4214,2,48500
4215,2,48500
4216,4,36950
4217,2,46000
4218,3,36500
4219,4,50000
4220,4,50000
4221,4,45000
4222,2,32000
4223,3,60000
4224,4,70000
4225,4,36950
4226,2,46000
4227,3,36500
4228,4,50000
4229,4,50000
4230,4,45000
4231,2,32000
4232,3,60000
4233,4,70000
4234,4,36950
4235,2,46000
4236,3,36500
4237,4,50000
4238,4,50000
4239,4,45000
4240,2,32000
4241,3,60000
4242,4,60000
4243,4,52500
4244,3,75000
4245,3,45000
4246,4,60000
4247,4,52500
4248,3,75000
4249,3,45000
4250,4,60000
4251,4,52500
4252,3,75000
4253,3,45000
4254,4,60000
4255,4,52500
4256,3,75000
4257,3,45000
4258,4,60000
4259,4,52500
4260,3,75000
4261,3,45000
4262,4,60000
4263,4,52500
4264,3,75000
4265,3,45000
4266,4,60000
4267,4,52500
4268,3,75000
4269,3,45000
4270,4,60000
4271,4,52500
4272,3,75000
4273,3,45000
4274,4,60000
4275,4,52500
4276,3,75000
4277,3,45000
4278,4,60000
4279,4,52500
4280,3,75000
4281,3,45000
4282,4,60000
4283,4,52500
4284,3,75000
4285,3,45000
4286,4,60000
4287,4,52500
4288,3,75000
4289,3,45000
4290,4,60000
4291,4,52500
4292,3,75000
4293,3,45000
4294,4,60000
4295,4,52500
4296,3,75000
4297,3,45000
4298,4,60000
4299,4,52500
4300,3,75000
4301,3,45000
4302,4,60000
4303,4,52500
4304,3,75000
4305,3,45000
4306,4,60000
4307,4,52500
4308,3,75000
4309,3,45000
4310,4,60000
4311,4,52500
4312,3,75000
4313,3,45000
4314,4,60000
4315,4,52500
4316,3,75000
4317,3,45000
4318,4,60000
4319,4,52500
4320,3,75000
4321,3,45000
4322,4,60000
4323,4,52500
4324,3,75000
4325,3,45000
4326,4,60000
4327,4,52500
4328,3,75000
4329,3,45000
4330,4,60000
4331,4,52500
4332,3,75000
4333,3,45000
4334,4,60000
4335,4,52500
4336,3,75000
4337,3,45000
4338,4,60000
4339,4,52500
4340,3,75000
4341,3,45000
4342,4,60000
4343,4,52500
4344,3,75000
4345,3,45000
4346,4,60000
4347,4,52500
4348,3,75000
4349,3,45000
4350,4,60000
4351,4,52500
4352,3,75000
4353,3,45000
4354,4,60000
4355,4,52500
4356,3,75000
4357,3,45000
4358,4,60000
4359,4,52500
4360,3,75000
4361,3,45000
4362,4,60000
4363,4,52500
4364,3,75000
4365,3,45000
4366,4,60000
4367,4,52500
4368,3,75000
4369,3,45000
4370,4,60000
4371,4,52500
4372,3,75000
4373,3,45000
4374,4,60000
4375,4,52500
4376,3,75000
4377,3,45000
4378,4,60000
4379,4,52500
4380,3,75000
4381,3,45000
4382,4,60000
4383,4,52500
4384,3,75000
4385,3,45000
4386,4,60000
4387,4,52500
4388,3,75000
4389,3,45000
4390,4,60000
4391,4,52500
4392,3,75000
4393,3,45000
4394,4,60000
4395,4,52500
4396,3,75000
4397,3,45000
4398,4,60000
4399,4,52500
4400,3,75000
4401,3,45000
4402,4,60000
4403,4,52500
4404,3,75000
4405,3,45000
4406,4,60000
4407,4,52500
4408,3,75000
4409,3,45000
4410,4,60000
4411,4,52500
4412,3,75000
4413,1,40000
4414,1,45000
4415,0,60000
4416,2,40000
4417,4,50500
4418,1,60000
4419,4,80000
4420,1,50000
4421,1,35235
4422,1,60000
4423,4,47500
4424,1,40000
4425,1,45000
4426,0,60000
4427,2,40000
4428,4,50500
4429,1,60000
4430,4,80000
4431,1,50000
4432,1,35235
4433,1,60000
4434,4,47500
4435,1,40000
4436,1,45000
4437,0,60000
4438,2,40000
4439,4,50500
4440,1,60000
4441,4,80000
4442,1,50000
4443,1,35235
4444,1,60000
4445,4,47500
4446,1,40000
4447,1,45000
4448,0,60000
4449,2,40000
4450,4,50500
4451,1,60000
4452,4,80000
4453,1,50000
4454,1,35235
4455,1,60000
4456,4,47500
4457,1,40000
4458,1,45000
4459,0,60000
4460,2,40000
4461,4,50500
4462,1,60000
4463,4,80000
4464,1,50000
4465,1,35235
4466,1,60000
4467,4,47500
4468,1,40000
4469,1,45000
4470,0,60000
4471,2,40000
4472,4,50500
4473,1,60000
4474,4,80000
4475,1,50000
4476,1,35235
4477,1,60000
4478,4,47500
4479,1,40000
4480,1,45000
4481,0,60000
4482,2,40000
4483,4,50500
4484,1,60000
4485,4,80000
4486,1,50000
4487,1,35235
4488,1,60000
4489,4,47500
4490,1,40000
4491,1,45000
4492,0,60000
4493,2,40000
4494,4,50500
4495,1,60000
4496,4,80000
4497,1,50000
4498,1,35235
4499,1,60000
4500,4,47500
4501,1,40000
4502,1,45000
4503,0,60000
4504,2,40000
4505,4,50500
4506,1,60000
4507,4,80000
4508,1,50000
4509,1,35235
4510,1,60000
4511,4,47500
4512,1,40000
4513,1,45000
4514,0,60000
4515,2,40000
4516,4,50500
4517,1,60000
4518,4,80000
4519,1,50000
4520,1,35235
4521,1,60000
4522,4,47500
4523,1,40000
4524,1,45000
4525,0,60000
4526,2,40000
4527,4,50500
4528,1,60000
4529,4,80000
4530,1,50000
4531,1,35235
4532,1,60000
4533,4,47500
4534,1,40000
4535,1,45000
4536,0,60000
4537,2,40000
4538,4,50500
4539,1,60000
4540,4,80000
4541,1,50000
4542,1,35235
4543,1,60000
4544,4,47500
4545,1,40000
4546,1,45000
4547,0,60000
4548,2,40000
4549,4,50500
4550,1,60000
4551,4,80000
4552,3,48000
4553,2,51000
4554,3,105000
4555,4,45000
4556,3,39000
4557,4,48000
4558,4,48000
4559,3,48000
4560,2,41000
4561,3,48000
4562,2,51000
4563,3,105000
4564,4,45000
4565,3,39000
4566,4,48000
4567,4,48000
4568,3,48000
4569,2,41000
4570,3,48000
4571,2,51000
4572,3,105000
4573,4,45000
4574,3,39000
4575,4,48000
4576,4,48000
4577,3,48000
4578,2,41000
4579,3,48000
4580,2,51000
4581,3,105000
4582,4,45000
4583,3,39000
4584,4,48000
4585,4,48000
4586,3,48000
4587,2,41000
4588,3,48000
4589,2,51000
4590,3,105000
4591,4,45000
4592,3,39000
4593,4,48000
4594,4,48000
4595,3,48000
4596,2,41000
4597,1,41500
4598,0,51000
4599,2,51000
4600,3,42500
4601,3,70000
4602,3,40000
4603,4,68500
4604,3,50000
4605,2,27625
4606,2,50000
4607,4,68500
4608,3,50000
4609,2,27625
4610,2,50000
4611,3,33060
4612,3,47000
4613,3,33060
4614,3,47000
4615,3,33060
4616,3,47000
4617,3,33060
4618,3,47000
4619,3,33060
4620,3,47000
4621,3,33060
4622,3,47000
4623,3,49000
4624,3,60000
4625,1,60000
4626,3,52500
4627,3,40000
4628,3,55000
4629,4,60000
4630,1,38500
4631,3,68500
4632,2,40000
4633,3,49000
4634,3,60000
4635,1,60000
4636,3,52500
4637,3,40000
4638,3,55000
4639,4,60000
4640,1,38500
4641,3,68500
4642,2,40000
4643,3,49000
4644,3,60000
4645,1,60000
4646,3,52500
4647,3,40000
4648,3,55000
4649,4,60000
4650,1,38500
4651,3,68500
4652,2,40000
4653,3,49000
4654,3,60000
4655,1,60000
4656,3,52500
4657,3,40000
4658,3,32625
4659,3,55000
4660,0,50000
4661,3,41000
4662,3,41000
4663,1,226200
4664,3,50000
4665,1,40000
4666,3,52500
4667,4,36500
4668,0,60000
4669,2,42500
4670,1,60000
4671,3,139200
4672,3,139200
4673,2,45000
4674,3,48500
4675,2,52500
4676,3,47500
4677,3,32500
4678,1,35500
4679,1,35500
4680,3,60000
4681,0,35000
4682,3,60000
4683,0,47500
4684,0,60000
4685,2,42500
4686,1,60000
4687,3,139200
4688,1,40000
4689,1,32500
4690,1,30500
4691,1,35000
4692,1,40000
4693,0,47500
4694,4,44000
4695,0,40000
4696,3,57500
4697,1,60000
4698,1,40000
4699,1,35000
4700,1,50000
4701,1,40000
4702,4,39500
4703,2,44000
4704,1,30500
4705,1,35000
4706,1,40000
4707,0,47500
4708,4,44000
4709,0,40000
4710,3,60000
4711,3,51500
4712,1,50000
4713,0,29232
4714,0,37500
4715,3,40000
4716,3,48500
4717,3,40000
4718,1,45000
4719,0,40000
4720,4,53500
4721,1,42500
4722,3,40000
4723,0,35000
4724,3,55000
4725,1,65000
4726,3,50000
4727,3,60000
4728,1,55000
4729,3,60000
4730,3,51500
4731,1,50000
4732,0,29232
4733,0,37500
4734,3,40000
4735,3,48500
4736,3,40000
4737,1,45000
4738,0,40000
4739,4,53500
4740,1,42500
4741,3,40000
4742,0,35000
4743,3,55000
4744,1,65000
4745,3,50000
4746,3,60000
4747,1,55000
4748,3,60000
4749,3,51500
4750,1,50000
4751,0,29232
4752,0,37500
4753,3,40000
4754,3,48500
4755,3,40000
4756,1,45000
4757,0,40000
4758,4,53500
4759,1,42500
4760,3,40000
4761,0,35000
4762,3,55000
4763,1,65000
4764,3,50000
4765,3,60000
4766,1,55000
4767,3,60000
4768,3,51500
4769,1,50000
4770,0,29232
4771,0,37500
4772,3,40000
4773,3,48500
4774,3,40000
4775,1,45000
4776,0,40000
4777,4,53500
4778,1,42500
4779,3,40000
4780,0,35000
4781,3,55000
4782,1,65000
4783,3,50000
4784,3,60000
4785,1,55000
4786,3,60000
4787,3,51500
4788,1,50000
4789,0,29232
4790,0,37500
4791,3,40000
4792,3,48500
4793,3,40000
4794,1,45000
4795,0,40000
4796,4,53500
4797,1,42500
4798,3,40000
4799,0,35000
4800,3,55000
4801,1,65000
4802,3,50000
4803,3,60000
4804,1,55000
4805,3,60000
4806,3,51500
4807,1,50000
4808,0,29232
4809,0,37500
4810,3,40000
4811,3,48500
4812,3,40000
4813,1,45000
4814,0,40000
4815,4,53500
4816,1,42500
4817,3,40000
4818,0,35000
4819,3,55000
4820,1,65000
4821,3,50000
4822,3,60000
4823,1,55000
4824,3,60000
4825,3,51500
4826,1,50000
4827,0,29232
4828,0,37500
4829,3,40000
4830,3,48500
4831,3,40000
4832,1,45000
4833,0,40000
4834,4,53500
4835,1,42500
4836,3,40000
4837,0,35000
4838,3,55000
4839,1,65000
4840,3,50000
4841,3,49000
4842,3,46500
4843,3,59000
4844,4,28625
4845,4,139200
4846,3,37500
4847,1,37500
4848,3,31500
4849,4,28000
4850,3,28000
4851,3,49000
4852,3,46500
4853,3,59000
4854,4,28625
4855,4,139200
4856,3,37500
4857,1,37500
4858,3,31500
4859,4,28000
4860,3,28000
4861,3,49000
4862,3,46500
4863,3,59000
4864,4,28625
4865,4,139200
4866,3,37500
4867,1,37500
4868,3,31500
4869,4,28000
4870,3,28000
4871,3,49000
4872,3,46500
4873,3,59000
4874,3,100000
4875,2,32500
4876,3,85000
4877,4,36000
4878,2,36000
4879,3,38500
4880,2,41500
4881,1,30000
4882,1,40000
4883,3,35000
4884,3,51500
4885,3,45000
4886,3,40000
4887,3,76923
4888,3,43500
4889,1,40000
4890,3,55000
4891,3,100000
4892,2,32500
4893,3,85000
4894,4,36000
4895,2,36000
4896,3,38500
4897,2,41500
4898,1,30000
4899,1,40000
4900,3,35000
4901,3,51500
4902,3,45000
4903,3,40000
4904,3,76923
4905,3,43500
4906,1,40000
4907,3,55000
4908,3,100000
4909,2,32500
4910,3,85000
4911,4,36000
4912,2,36000
4913,3,38500
4914,2,41500
4915,4,110000
4916,3,35000
4917,1,65000
4918,3,90000
4919,4,65000
4920,0,52500
4921,3,48000
4922,0,55000
4923,2,33500
4924,4,110000
4925,3,35000
4926,1,65000
4927,3,90000
4928,4,65000
4929,0,52500
4930,3,48000
4931,0,55000
4932,2,33500
4933,4,110000
4934,3,35000
4935,1,65000
4936,3,90000
4937,4,65000
4938,0,52500
4939,3,48000
4940,0,55000
4941,2,33500
4942,4,110000
4943,3,35000
4944,1,65000
4945,3,90000
4946,4,65000
4947,0,52500
4948,3,48000
4949,0,55000
4950,2,33500
4951,4,110000
4952,3,35000
4953,1,65000
4954,3,90000
4955,4,65000
4956,0,52500
4957,3,48000
4958,0,55000
4959,2,33500
4960,4,110000
4961,3,35000
4962,1,65000
4963,3,90000
4964,4,65000
4965,0,52500
4966,3,48000
4967,0,55000
4968,2,33500
4969,4,110000
4970,3,35000
4971,1,65000
4972,3,90000
4973,4,65000
4974,0,52500
4975,3,48000
4976,0,55000
4977,2,33500
4978,4,110000
4979,3,35000
4980,1,65000
4981,3,90000
4982,4,65000
4983,0,52500
4984,3,48000
4985,0,55000
4986,2,33500
4987,4,110000
4988,3,35000
4989,1,65000
4990,3,90000
4991,4,65000
4992,0,52500
4993,3,48000
4994,0,55000
4995,2,33500
4996,4,110000
4997,3,35000
4998,1,65000
4999,3,90000
5000,4,65000
5001,0,52500
5002,3,48000
5003,0,55000
5004,2,33500
5005,4,110000
5006,3,35000
5007,1,65000
5008,3,90000
5009,4,65000
5010,0,52500
5011,3,48000
5012,0,55000
5013,2,33500
5014,4,110000
5015,3,35000
5016,1,65000
5017,3,90000
5018,4,65000
5019,0,52500
5020,3,48000
5021,0,55000
5022,2,33500
5023,4,110000
5024,3,35000
5025,1,65000
5026,3,90000
5027,4,65000
5028,0,52500
5029,3,48000
5030,0,55000
5031,2,33500
5032,4,110000
5033,3,35000
5034,1,65000
5035,3,90000
5036,4,65000
5037,0,52500
5038,3,48000
5039,0,55000
5040,2,33500
5041,4,110000
5042,3,35000
5043,1,65000
5044,3,90000
5045,4,65000
5046,0,52500
5047,3,48000
5048,0,55000
5049,2,33500
5050,4,110000
5051,3,35000
5052,1,65000
5053,3,90000
5054,4,65000
5055,0,52500
5056,3,48000
5057,0,55000
5058,2,33500
5059,4,110000
5060,3,35000
5061,1,65000
5062,3,90000
5063,4,65000
5064,0,52500
5065,3,48000
5066,0,55000
5067,2,33500
5068,4,110000
5069,3,35000
5070,1,65000
5071,3,90000
5072,4,65000
5073,0,52500
5074,3,48000
5075,0,55000
5076,2,33500
5077,4,110000
5078,3,35000
5079,1,65000
5080,3,90000
5081,4,65000
5082,0,52500
5083,3,48000
5084,0,55000
5085,2,33500
5086,4,110000
5087,3,35000
5088,1,65000
5089,3,90000
5090,4,65000
5091,0,52500
5092,3,48000
5093,0,55000
5094,2,33500
5095,4,110000
5096,3,35000
5097,1,65000
5098,3,90000
5099,4,65000
5100,0,52500
5101,3,48000
5102,4,70000
5103,4,51000
5104,1,57500
5105,4,82000
5106,3,75000
5107,4,111000
5108,3,32190
5109,3,45000
5110,3,41000
5111,3,45000
5112,1,60000
5113,4,32190
5114,3,70000
5115,4,70000
5116,4,51000
5117,1,57500
5118,4,82000
5119,3,75000
5120,4,111000
5121,3,32190
5122,3,45000
5123,3,41000
5124,3,45000
5125,1,60000
5126,4,32190
5127,3,70000
5128,4,70000
5129,4,51000
5130,1,57500
5131,4,82000
5132,3,75000
5133,4,111000
5134,3,32190
5135,3,45000
5136,3,41000
5137,3,45000
5138,1,60000
5139,4,32190
5140,3,70000
5141,4,70000
5142,4,51000
5143,1,57500
5144,4,82000
5145,3,75000
5146,4,111000
5147,3,32190
5148,3,45000
5149,3,41000
5150,3,45000
5151,1,60000
5152,4,32190
5153,3,70000
5154,4,70000
5155,4,51000
5156,1,57500
5157,4,82000
5158,3,75000
5159,4,111000
5160,3,32190
5161,3,45000
5162,3,41000
5163,3,45000
5164,1,60000
5165,4,32190
5166,3,70000
5167,2,40000
5168,2,40000
5169,1,38000
5170,1,42000
5171,3,27000
5172,3,37500
5173,1,34000
5174,3,32500
5175,3,36450
5176,3,65000
5177,3,49000
5178,3,41500
5179,1,45000
5180,4,49500
5181,3,42500
5182,3,50000
5183,0,50000
5184,1,39000
5185,1,269230
5186,1,269230
5187,1,269230
5188,1,41000
5189,3,42500
5190,1,35500
5191,3,40000
5192,3,40000
5193,3,40000
5194,1,34000
5195,3,32500
5196,3,36450
5197,3,65000
5198,3,49000
5199,3,41500
5200,1,45000
5201,4,49500
5202,3,42500
5203,3,50000
5204,0,50000
5205,1,39000
5206,1,269230
5207,1,269230
5208,0,30500
5209,4,41000
5210,3,37000
5211,2,50000
5212,1,33400
5213,3,42500
5214,3,32000
5215,3,38500
5216,1,35000
5217,3,40000
5218,3,57500
5219,0,39000
5220,3,35000
5221,3,35000
5222,3,42500
5223,3,32000
5224,4,46000
5225,3,139200
5226,3,139200
5227,3,45000
5228,3,45000
5229,1,37000
5230,0,45000
5231,3,45000
5232,3,45000
5233,1,37000
5234,2,51500
5235,3,51500
5236,3,51250
5237,0,50000
5238,1,40000
5239,1,34000
5240,3,45000
5241,4,39000
5242,4,42500
5243,4,42500
5244,3,36000
5245,3,47500
5246,4,35000
5247,3,28000
5248,0,70000
5249,3,88461
5250,3,71153
5251,1,44500
5252,2,76923
5253,3,42500
5254,3,50000
5255,3,71153
5256,2,84615
5257,0,70000
5258,3,88461
5259,3,71153
5260,1,44500
5261,2,76923
5262,3,42500
5263,3,50000
5264,3,71153
5265,2,84615
5266,0,70000
5267,3,88461
5268,2,30500
5269,3,41000
5270,3,35500
5271,3,40000
5272,3,52500
5273,3,49000
5274,3,69230
5275,3,38500
5276,3,45000
5277,3,50000
5278,3,36000
5279,3,42500
5280,4,45000
5281,3,42500
5282,4,45000
5283,3,41000
5284,2,44100
5285,4,57500
5286,0,84615
5287,3,37500
5288,3,38250
5289,3,38250
5290,3,40000
5291,3,134850
5292,1,35000
5293,3,35000
5294,3,40000
5295,3,52500
5296,3,52500
5297,0,42500
5298,4,55000
5299,4,34000
5300,1,35000
5301,3,35000
5302,1,58000
5303,1,40000
5304,3,40000
5305,2,32500
5306,0,40000
5307,1,41500
5308,3,34000
5309,3,30000
5310,3,35000
5311,3,35000
5312,4,35000
5313,4,32000
5314,3,42500
5315,3,30000
5316,3,31000
5317,4,32000
5318,0,45000
5319,3,34500
5320,3,37500
5321,1,51500
5322,1,49000
5323,4,50000
5324,3,38000
5325,1,31060
5326,3,46500
5327,3,41500
5328,3,39000
5329,2,40000
5330,3,32500
5331,0,33000
5332,1,41500
5333,2,36000
5334,3,52500
5335,3,40000
5336,3,52500
5337,3,42500
5338,0,40000
5339,4,48400
5340,3,40000
5341,3,52500
5342,3,34000
5343,3,30850
5344,4,36366
5345,3,41500
5346,3,42500
5347,3,47500
5348,3,41500
5349,3,41500
5350,3,41500
5351,1,35000
5352,3,139200
5353,3,35000
5354,3,52500
5355,1,54500
5356,1,40000
5357,2,47500
5358,2,47500
5359,3,37000
5360,1,39000
5361,1,38391
5362,4,39000
5363,1,44000
5364,0,44000
5365,1,45000
5366,1,34500
5367,1,34500
5368,3,139200
5369,3,50000
5370,1,40000
5371,3,52500
5372,3,40000
5373,3,52500
5374,1,45000
5375,4,40000
5376,0,47500
5377,3,40000
5378,3,40000
5379,1,32500
5380,3,65000
5381,3,45000
5382,1,45000
5383,1,40000
5384,1,34000
5385,1,34000
5386,1,34000
5387,0,34000
5388,3,33500
5389,1,40000
5390,4,35000
5391,4,35000
5392,1,55000
5393,3,139200
5394,1,30000
5395,1,50000
5396,1,40000
5397,1,40000
5398,1,40000
5399,3,52500
5400,1,40000
5401,3,58000
5402,1,40000
5403,4,35000
5404,4,35000
5405,1,55000
5406,3,139200
5407,1,32625
5408,3,28000
5409,1,35000
5410,1,45000
5411,1,52500
5412,3,40000
5413,3,52500
5414,4,57500
5415,3,40000
5416,3,60000
5417,2,31500
5418,0,43000
5419,1,50000
5420,3,42500
5421,0,47500
5422,3,37000
5423,4,40000
5424,3,35000
5425,2,36500
5426,1,32625
5427,3,35000
5428,3,46500
5429,3,55000
5430,3,40000
5431,1,70000
5432,0,57500
5433,3,55000
5434,3,40906
5435,0,46500
5436,3,41000
5437,1,46500
5438,3,40906
5439,0,61000
5440,0,61000
5441,3,41000
5442,2,29232
5443,3,50000
5444,3,39000
5445,3,38500
5446,1,45000
5447,3,45000
5448,1,37500
5449,1,29000
5450,1,45000
5451,3,45000
5452,1,37500
5453,2,50000
5454,0,36000
5455,3,50500
5456,1,35000
5457,1,45000
5458,1,60000
5459,1,52500
5460,0,50000
5461,0,45000
5462,1,45500
5463,2,50000
5464,0,36000
5465,3,50500
5466,1,35000
5467,1,45000
5468,1,60000
5469,1,52500
5470,0,50000
5471,0,45000
5472,1,45500
5473,2,50000
5474,0,36000
5475,3,50500
5476,1,35000
5477,1,45000
5478,1,60000
5479,1,52500
5480,4,39000
5481,1,38000
5482,4,50000
5483,4,50000
5484,2,38000
5485,3,35000
5486,4,39000
5487,0,39000
5488,3,46153
5489,4,39000
5490,1,38000
5491,4,50000
5492,4,50000
5493,2,38000
5494,3,35000
5495,3,52500
5496,3,52500
5497,1,47500
5498,3,34000
5499,3,55000
5500,3,47500
5501,3,43500
5502,3,40000
5503,3,35500
5504,3,30000
5505,1,32016
5506,2,70000
5507,2,40000
5508,3,42500
5509,3,39000
5510,3,44000
5511,0,35000
5512,2,35000
5513,3,37000
5514,1,40000
5515,0,40000
5516,4,55000
5517,4,40000
5518,3,44000
5519,1,44000
5520,4,42500
5521,1,46500
5522,0,46500
5523,3,42307
5524,1,51000
5525,3,47500
5526,3,50000
5527,3,60000
5528,3,60000
5529,2,45000
5530,3,45000
5531,3,40000
5532,3,38500
5533,3,32000
5534,3,47500
5535,3,43000
5536,2,38000
5537,1,51000
5538,3,47500
5539,3,50000
5540,3,37500
5541,3,40000
5542,3,50000
5543,3,47500
5544,3,53000
5545,3,35000
5546,3,35000
5547,3,47500
5548,3,45000
5549,3,33000
5550,3,35000
5551,3,55000
5552,3,47500
5553,3,53000
5554,3,35000
5555,3,35000
5556,3,47500
5557,3,45000
5558,3,33000
5559,3,35000
5560,3,55000
5561,3,47500
5562,3,53000
5563,3,35000
5564,3,35000
5565,3,47500
5566,3,45000
5567,3,33000
5568,3,35000
5569,3,55000
5570,3,47500
5571,3,53000
5572,3,35000
5573,3,45000
5574,3,30000
5575,2,50000
5576,2,40000
5577,4,76923
5578,4,73076
5579,2,48000
5580,3,96153
5581,1,47500
5582,1,55000
5583,3,38500
5584,1,65000
5585,1,60000
5586,0,92307
5587,1,30000
5588,3,37000
5589,0,40500
5590,0,70000
5591,3,65000
5592,0,50000
5593,4,76923
5594,4,73076
5595,2,48000
5596,3,96153
5597,1,47500
5598,1,55000
5599,3,33000
5600,3,42500
5601,3,120000
5602,3,42500
5603,3,60000
5604,3,45000
5605,3,75000
5606,3,65000
5607,2,42500
5608,3,33000
5609,3,35000
5610,1,55000
5611,1,52500
5612,1,61538
5613,0,61538
5614,4,84615
5615,3,61538
5616,0,61538
5617,3,69230
5618,3,52500
5619,3,42500
5620,3,60000
5621,3,45000
5622,3,75000
5623,3,65000
5624,2,42500
5625,3,33000
5626,3,35000
5627,1,55000
5628,1,52500
5629,1,61538
5630,0,61538
5631,4,84615
5632,3,61538
5633,0,61538
5634,3,69230
5635,3,52500
5636,3,42500
5637,3,60000
5638,3,45000
5639,3,75000
5640,3,65000
5641,2,42500
5642,3,33000
5643,3,35000
5644,1,55000
5645,1,52500
5646,1,61538
5647,0,61538
5648,4,84615
5649,3,61538
5650,0,61538
5651,3,69230
5652,3,52500
5653,3,42500
5654,3,60000
5655,3,45000
5656,3,75000
5657,3,65000
5658,2,42500
5659,3,50000
5660,1,43500
5661,1,47500
5662,1,62500
5663,1,50000
5664,3,41500
5665,1,45000
5666,1,36500
5667,4,45000
5668,0,52500
5669,1,50000
5670,3,35000
5671,0,50000
5672,3,50000
5673,3,50000
5674,0,50000
5675,1,50000
5676,3,50000
5677,1,41000
5678,4,50000
5679,3,65000
5680,3,50000
5681,1,67307
5682,1,50000
5683,3,41500
5684,1,45000
5685,1,36500
5686,4,45000
5687,0,52500
5688,1,50000
5689,3,35000
5690,0,40000
5691,3,43500
5692,4,43500
5693,2,38000
5694,1,42000
5695,1,41500
5696,1,50000
5697,1,37500
5698,0,36000
5699,0,50000
5700,1,33500
